location,date,total_cases,new_cases,total_deaths,new_deaths,imported_cases,total_tests,new_tests
LP,2020-08-04,9389,185,90,0,0,313329,1986
LP,2020-08-05,9625,236,90,0,0,316890,3561
LP,2020-08-06,9873,248,90,0,0,320617,3727
LP,2020-08-07,10138,265,90,0,0,324063,3446
LP,2020-08-08,10345,207,127,37,0,327789,3726
LP,2020-08-09,10546,201,127,0,0,330875,3086
LP,2020-08-10,10711,165,127,0,0,332596,1721
LP,2020-08-11,10807,96,127,0,0,333765,1169
LP,2020-08-12,10875,68,127,0,0,335440,1675
LP,2020-08-13,11019,144,141,14,0,337482,2042
LP,2020-08-14,11214,195,141,0,0,341107,3625
LP,2020-08-15,11445,231,159,18,0,343847,2740
LP,2020-08-16,11573,128,159,0,0,346148,2301
LP,2020-08-17,11757,184,159,0,0,347678,1530
LP,2020-08-18,11813,56,159,0,0,349172,1494
LP,2020-08-19,11944,131,159,0,0,351750,2578
LP,2020-08-20,12086,142,171,12,0,354255,2505
LP,2020-08-21,12281,195,171,0,0,356721,2466
LP,2020-08-22,12389,108,171,0,0,359832,3111
LP,2020-08-23,12563,174,171,0,0,361701,1869
LP,2020-08-24,12643,80,179,8,0,362784,1083
LP,2020-08-25,12703,60,179,0,0,364288,1504
LP,2020-08-26,12795,92,179,0,0,366338,2050
LP,2020-08-27,12867,72,179,0,0,368273,1935
LP,2020-08-28,12960,93,179,0,0,369732,1459
LP,2020-08-29,13039,79,179,0,0,371835,2103
LP,2020-08-30,13167,128,179,0,0,374064,2229
LP,2020-08-31,13265,98,202,23,0,375983,1919
LP,2020-09-01,13301,36,202,0,0,377173,1190
LP,2020-09-02,13400,99,202,0,0,379342,2169
LP,2020-09-03,13488,88,202,0,0,381416,2074
LP,2020-09-04,13596,108,214,12,0,383309,1893
LP,2020-09-05,13665,69,214,0,0,385154,1845
LP,2020-09-06,13734,69,214,0,0,386820,1666
LP,2020-09-07,13769,35,257,43,0,387712,892
LP,2020-09-08,13797,28,257,0,0,388955,1243
LP,2020-09-09,13900,103,257,0,0,391167,2212
LP,2020-09-10,13979,79,258,1,0,393259,2092
LP,2020-09-11,14059,80,258,0,0,395367,2108
LP,2020-09-12,14113,54,258,0,0,397262,1895
LP,2020-09-13,14183,70,258,0,0,398859,1597
LP,2020-09-14,14216,33,258,0,0,399891,1032
LP,2020-09-15,14263,47,325,67,0,401072,1181
LP,2020-09-16,14364,101,325,0,0,403206,2134
LP,2020-09-17,14444,80,344,19,0,405481,2275
LP,2020-09-18,14557,113,344,0,0,407523,2042
LP,2020-09-19,14658,101,362,18,0,409668,2145
LP,2020-09-20,14703,45,362,0,0,411387,1719
LP,2020-09-21,14721,18,362,0,0,412016,629
LP,2020-09-22,14777,56,362,0,0,413685,1669
LP,2020-09-23,14906,129,384,22,0,415684,1999
LP,2020-09-24,15003,97,384,0,0,417557,1873
LP,2020-09-25,15139,136,386,2,0,419075,1518
LP,2020-09-26,15191,52,386,0,0,420231,1156
LP,2020-09-27,15270,79,386,0,0,421761,1530
LP,2020-09-28,15309,39,386,0,0,422679,918
LP,2020-09-29,15343,34,391,5,0,423902,1223
LP,2020-09-30,15427,84,391,0,0,426286,2384
LP,2020-10-01,15521,94,391,0,0,428437,2151
LP,2020-10-02,15642,121,391,0,0,430540,2103
LP,2020-10-03,15726,84,391,0,0,432759,2219
LP,2020-10-04,15803,77,391,0,0,434603,1844
LP,2020-10-05,15837,34,391,0,0,435694,1091
LP,2020-10-06,15880,43,391,0,0,437179,1485
LP,2020-10-07,15950,70,415,24,0,439579,2400
LP,2020-10-08,16054,104,421,6,0,441734,2155
MP,2020-03-05,0,0,0,0,0,13,13
MP,2020-03-06,0,0,0,0,0,16,3
MP,2020-03-07,0,0,0,0,0,19,3
MP,2020-03-08,0,0,0,0,0,19,0
MP,2020-03-09,0,0,0,0,0,19,0
MP,2020-03-10,0,0,0,0,0,19,0
MP,2020-03-11,0,0,0,0,0,51,32
MP,2020-03-12,1,1,0,0,0,67,16
MP,2020-03-13,1,0,0,0,0,73,6
MP,2020-03-14,1,0,0,0,0,80,7
MP,2020-03-15,1,0,0,0,0,116,36
MP,2020-03-16,2,1,0,0,0,189,73
MP,2020-03-17,2,0,0,0,0,229,40
MP,2020-03-18,4,2,0,0,0,241,12
MP,2020-03-19,5,1,0,0,0,379,138
MP,2020-03-20,5,0,0,0,0,504,125
MP,2020-03-21,5,0,0,0,0,581,77
MP,2020-03-22,5,0,0,0,0,729,148
MP,2020-03-23,9,4,0,0,0,1002,273
MP,2020-03-24,9,0,0,0,0,1214,212
MP,2020-03-25,9,0,0,0,0,1214,0
MP,2020-03-26,9,0,0,0,0,1600,386
MP,2020-03-27,9,0,0,0,0,2230,630
MP,2020-03-28,10,1,0,0,0,2498,268
MP,2020-03-29,11,1,0,0,0,2782,284
MP,2020-03-30,11,0,0,0,0,3002,220
MP,2020-03-31,12,1,0,0,0,3210,208
MP,2020-04-01,12,0,0,0,0,3462,252
MP,2020-04-02,13,1,0,0,0,3749,287
MP,2020-04-03,13,0,0,0,0,3936,187
MP,2020-04-04,18,5,0,0,0,4215,279
MP,2020-04-05,18,0,0,0,0,4444,229
MP,2020-04-06,18,0,0,0,0,4540,96
MP,2020-04-07,18,0,0,0,0,4540,0
MP,2020-04-08,21,3,0,0,0,4984,444
MP,2020-04-09,21,0,0,0,0,5382,398
MP,2020-04-10,21,0,0,0,0,5707,325
MP,2020-04-11,21,0,0,0,0,5865,158
MP,2020-04-12,21,0,0,0,0,6258,393
MP,2020-04-13,22,1,0,0,0,6538,280
MP,2020-04-14,22,0,0,0,0,6800,262
MP,2020-04-15,22,0,0,0,0,7073,273
MP,2020-04-16,22,0,0,0,0,7428,355
MP,2020-04-17,23,1,0,0,0,7879,451
MP,2020-04-18,25,2,0,0,0,8455,576
MP,2020-04-19,25,0,0,0,0,8964,509
MP,2020-04-20,25,0,0,0,0,9495,531
MP,2020-04-21,25,0,0,0,0,9919,424
MP,2020-04-22,25,0,0,0,0,10453,534
MP,2020-04-23,25,0,0,0,0,11218,765
MP,2020-04-24,25,0,0,0,0,11907,689
MP,2020-04-25,25,0,0,0,0,12580,673
MP,2020-04-26,25,0,0,0,0,13177,597
MP,2020-04-27,26,1,0,0,0,13945,768
MP,2020-04-28,26,0,0,0,0,14494,549
MP,2020-04-29,31,5,0,0,0,15403,909
MP,2020-04-30,36,5,0,0,0,16216,813
MP,2020-05-01,36,0,0,0,0,16997,781
MP,2020-05-02,40,4,0,0,0,18026,1029
MP,2020-05-03,46,6,0,0,0,19203,1177
MP,2020-05-04,53,7,0,0,0,20124,921
MP,2020-05-05,57,4,0,0,0,20946,822
MP,2020-05-06,57,0,0,0,0,21830,884
MP,2020-05-07,59,2,0,0,0,22828,998
MP,2020-05-08,60,1,0,0,0,24047,1219
MP,2020-05-09,61,1,0,0,0,25323,1276
MP,2020-05-10,61,0,0,0,0,26671,1348
MP,2020-05-11,63,2,0,0,0,27822,1151
MP,2020-05-12,63,0,0,0,0,28887,1065
MP,2020-05-13,66,3,0,0,0,30188,1301
MP,2020-05-14,67,1,0,0,0,31490,1302
MP,2020-05-15,67,0,0,0,0,32938,1448
MP,2020-05-16,68,1,0,0,0,34345,1407
MP,2020-05-17,71,3,0,0,0,36010,1665
MP,2020-05-18,76,5,0,0,0,37119,1109
MP,2020-05-19,78,2,0,0,0,38177,1058
MP,2020-05-20,93,15,0,0,0,39525,1348
MP,2020-05-21,95,2,0,0,0,41054,1529
MP,2020-05-22,98,3,0,0,0,42429,1375
MP,2020-05-23,98,0,0,0,0,44096,1667
MP,2020-05-24,101,3,0,0,0,45618,1522
MP,2020-05-25,103,2,0,0,0,46628,1010
MP,2020-05-26,103,0,0,0,0,47348,720
MP,2020-05-27,106,3,0,0,0,49614,2266
MP,2020-05-28,111,5,0,0,0,51233,1619
MP,2020-05-29,112,1,0,0,0,53143,1910
MP,2020-05-30,113,1,0,0,0,54839,1696
MP,2020-05-31,121,8,0,0,0,56655,1816
MP,2020-06-01,131,10,0,0,0,58031,1376
MP,2020-06-02,132,1,0,0,0,59499,1468
MP,2020-06-03,137,5,0,0,0,61409,1910
MP,2020-06-04,144,7,0,0,0,64120,2711
MP,2020-06-05,169,25,0,0,0,66479,2359
MP,2020-06-06,181,12,0,0,0,69667,3188
MP,2020-06-07,189,8,1,1,0,71886,2219
MP,2020-06-08,189,0,1,0,0,73683,1797
MP,2020-06-09,189,0,1,0,0,75637,1954
MP,2020-06-10,207,18,1,0,0,78007,2370
MP,2020-06-11,228,21,1,0,0,80351,2344
MP,2020-06-12,243,15,1,0,0,82853,2502
MP,2020-06-13,271,28,1,0,0,84999,2146
MP,2020-06-14,297,26,1,0,0,87661,2662
MP,2020-06-15,322,25,1,0,0,89769,2108
MP,2020-06-16,343,21,1,0,0,91611,1842
MP,2020-06-17,391,48,1,0,0,94334,2723
MP,2020-06-18,461,70,1,0,0,95954,1620
MP,2020-06-19,505,44,1,0,0,98480,2526
MP,2020-06-20,544,39,1,0,0,101072,2592
MP,2020-06-21,573,29,1,0,0,103764,2692
MP,2020-06-22,596,23,1,0,0,105726,1962
MP,2020-06-23,662,66,2,1,0,108038,2312
MP,2020-06-24,713,51,2,0,0,110704,2666
MP,2020-06-25,783,70,2,0,0,114073,3369
MP,2020-06-26,855,72,2,0,0,116659,2586
MP,2020-06-27,925,70,2,0,0,119464,2805
MP,2020-06-28,1015,90,2,0,0,122439,2975
MP,2020-06-29,1089,74,3,1,0,124776,2337
MP,2020-06-30,1190,101,7,4,0,127355,2579
MP,2020-07-01,1306,116,7,0,0,130240,2885
MP,2020-07-02,1478,172,7,0,0,133302,3062
MP,2020-07-03,1611,133,7,0,0,136351,3049
MP,2020-07-04,1818,207,7,0,0,140017,3666
MP,2020-07-05,1965,147,7,0,0,142992,2975
MP,2020-07-06,2173,208,7,0,0,145645,2653
MP,2020-07-07,2353,180,7,0,0,149038,3393
MP,2020-07-08,2528,175,22,15,0,151918,2880
MP,2020-07-09,2902,374,22,0,0,156307,4389
MP,2020-07-10,3273,371,22,0,0,160734,4427
MP,2020-07-11,3621,348,22,0,0,164745,4011
MP,2020-07-12,3977,356,22,0,0,168325,3580
MP,2020-07-13,4299,322,33,11,0,171468,3143
MP,2020-07-14,4576,277,33,0,0,174446,2978
MP,2020-07-15,5051,475,33,0,0,177992,3546
MP,2020-07-16,5572,521,40,7,0,181648,3656
MP,2020-07-17,6073,501,44,4,0,185408,3760
MP,2020-07-18,6644,571,44,0,0,189290,3882
MP,2020-07-19,7129,485,44,0,0,193119,3829
MP,2020-07-20,7424,295,52,8,0,195768,2649
MP,2020-07-21,7664,240,52,0,0,198212,2444
MP,2020-07-22,8286,622,52,0,0,202006,3794
MP,2020-07-23,8987,701,52,0,0,205649,3643
MP,2020-07-24,9756,769,52,0,0,209742,4093
MP,2020-07-25,10417,661,52,0,0,213361,3619
MP,2020-07-26,11008,591,52,0,0,216718,3357
MP,2020-07-27,11386,378,65,13,0,218940,2222
MP,2020-07-28,11552,166,65,0,0,221161,2221
MP,2020-07-29,12442,890,65,0,0,224484,3323
MP,2020-07-30,13280,838,65,0,0,227991,3507
MP,2020-07-31,14101,821,78,13,0,231232,3241
MP,2020-08-01,14681,580,78,0,0,234549,3317
MP,2020-08-02,15120,439,78,0,0,237268,2719
MP,2020-08-03,15395,275,123,45,0,238980,1712
MP,2020-08-04,15716,321,123,0,0,240504,1524
MP,2020-08-05,17135,1419,139,16,0,243238,2734
MP,2020-08-06,17803,668,139,0,0,246099,2861
MP,2020-08-07,18266,463,139,0,0,248744,2645
MP,2020-08-08,18734,468,139,0,0,251604,2860
MP,2020-08-09,19239,505,139,0,0,253973,2369
MP,2020-08-10,19455,216,149,10,0,255294,1321
MP,2020-08-11,19533,78,149,0,0,256191,897
MP,2020-08-12,19755,222,149,0,0,257477,1286
MP,2020-08-13,20111,356,167,18,0,259045,1568
MP,2020-08-14,20554,443,189,22,0,261828,2783
MP,2020-08-15,20915,361,189,0,0,263931,2103
MP,2020-08-16,21289,374,189,0,0,265697,1766
MP,2020-08-17,21474,185,214,25,0,266871,1174
MP,2020-08-18,21717,243,214,0,0,268018,1147
MP,2020-08-19,22067,350,214,0,0,269997,1979
MP,2020-08-20,22459,392,214,0,0,271920,1923
MP,2020-08-21,22701,242,214,0,0,273813,1893
MP,2020-08-22,22902,201,260,46,0,276201,2388
MP,2020-08-23,23100,198,260,0,0,277635,1434
MP,2020-08-24,23163,63,296,36,0,278466,831
MP,2020-08-25,23336,173,312,16,0,279620,1154
MP,2020-08-26,23555,219,312,0,0,281193,1573
MP,2020-08-27,23677,122,312,0,0,282678,1485
MP,2020-08-28,23765,88,330,18,0,283798,1120
MP,2020-08-29,23946,181,330,0,0,285412,1614
MP,2020-08-30,24132,186,341,11,0,287123,1711
MP,2020-08-31,24405,273,341,0,0,288596,1473
MP,2020-09-01,24470,65,351,10,0,289509,913
MP,2020-09-02,24605,135,351,0,0,291174,1665
MP,2020-09-03,24746,141,378,27,0,292766,1592
MP,2020-09-04,24836,90,378,0,0,294219,1453
MP,2020-09-05,24976,140,378,0,0,295635,1416
MP,2020-09-06,25076,100,416,38,0,296914,1279
MP,2020-09-07,25125,49,416,0,0,297598,684
MP,2020-09-08,25198,73,416,0,0,298552,954
MP,2020-09-09,25311,113,416,0,0,300250,1698
MP,2020-09-10,25425,114,442,26,0,301856,1606
MP,2020-09-11,25540,115,466,24,0,303474,1618
MP,2020-09-12,25680,140,466,0,0,304929,1455
MP,2020-09-13,25750,70,466,0,0,306155,1226
MP,2020-09-14,25825,75,466,0,0,306947,792
MP,2020-09-15,25860,35,485,19,0,307854,907
MP,2020-09-16,25986,126,496,11,0,309492,1638
MP,2020-09-17,26104,118,496,0,0,311239,1747
MP,2020-09-18,26262,158,496,0,0,312806,1567
MP,2020-09-19,26389,127,496,0,0,314452,1646
MP,2020-09-20,26479,90,496,0,0,315771,1319
MP,2020-09-21,26525,46,496,0,0,316254,483
MP,2020-09-22,26612,87,496,0,0,317535,1281
MP,2020-09-23,26712,100,509,13,0,319070,1535
MP,2020-09-24,26842,130,509,0,0,320508,1438
MP,2020-09-25,26914,72,509,0,0,321673,1165
MP,2020-09-26,26934,20,520,11,0,322560,887
MP,2020-09-27,27021,87,520,0,0,323734,1174
MP,2020-09-28,27069,48,520,0,0,324438,704
MP,2020-09-29,27163,94,520,0,0,325376,938
MP,2020-09-30,27267,104,520,0,0,327206,1830
MP,2020-10-01,27376,109,561,41,0,328857,1651
MP,2020-10-02,27441,65,561,0,0,330471,1614
MP,2020-10-03,27525,84,561,0,0,332175,1704
MP,2020-10-04,27591,66,561,0,0,333590,1415
MP,2020-10-05,27625,34,566,5,0,334427,837
MP,2020-10-06,27718,93,566,0,0,335567,1140
MP,2020-10-07,27800,82,577,11,0,337410,1843
MP,2020-10-08,27925,125,581,4,0,339064,1654
NC,2020-03-05,0,0,0,0,0,4,4
NC,2020-03-06,0,0,0,0,0,5,1
NC,2020-03-07,0,0,0,0,0,6,1
NC,2020-03-08,0,0,0,0,0,6,0
NC,2020-03-09,0,0,0,0,0,6,0
NC,2020-03-10,0,0,0,0,0,6,0
NC,2020-03-11,0,0,0,0,0,15,9
NC,2020-03-12,0,0,0,0,0,19,4
NC,2020-03-13,0,0,0,0,0,21,2
NC,2020-03-14,0,0,0,0,0,23,2
NC,2020-03-15,0,0,0,0,0,33,10
NC,2020-03-16,0,0,0,0,0,53,20
NC,2020-03-17,0,0,0,0,0,64,11
NC,2020-03-18,0,0,0,0,0,67,3
NC,2020-03-19,0,0,0,0,0,105,38
NC,2020-03-20,0,0,0,0,0,140,35
NC,2020-03-21,0,0,0,0,0,161,21
NC,2020-03-22,0,0,0,0,0,202,41
NC,2020-03-23,2,2,0,0,0,277,75
NC,2020-03-24,2,0,0,0,0,335,58
NC,2020-03-25,2,0,0,0,0,335,0
NC,2020-03-26,2,0,0,0,0,441,106
NC,2020-03-27,2,0,0,0,0,614,173
NC,2020-03-28,5,3,0,0,0,688,74
NC,2020-03-29,6,1,0,0,0,766,78
NC,2020-03-30,6,0,0,0,0,827,61
NC,2020-03-31,6,0,0,0,0,884,57
NC,2020-04-01,7,1,0,0,0,953,69
NC,2020-04-02,7,0,0,0,0,1032,79
NC,2020-04-03,7,0,0,0,0,1084,52
NC,2020-04-04,7,0,0,0,0,1161,77
NC,2020-04-05,8,1,0,0,0,1224,63
NC,2020-04-06,8,0,0,0,0,1250,26
NC,2020-04-07,8,0,0,0,0,1250,0
NC,2020-04-08,13,5,0,0,0,1372,122
NC,2020-04-09,15,2,0,0,0,1482,110
NC,2020-04-10,15,0,0,0,0,1571,89
NC,2020-04-11,16,1,0,0,0,1615,44
NC,2020-04-12,16,0,0,0,0,1723,108
NC,2020-04-13,16,0,0,0,0,1800,77
NC,2020-04-14,16,0,0,0,0,1872,72
NC,2020-04-15,16,0,0,0,0,1947,75
NC,2020-04-16,16,0,0,0,0,2045,98
NC,2020-04-17,16,0,0,0,0,2169,124
NC,2020-04-18,16,0,0,0,0,2328,159
NC,2020-04-19,16,0,0,0,0,2468,140
NC,2020-04-20,16,0,0,0,0,2614,146
NC,2020-04-21,16,0,0,0,0,2731,117
NC,2020-04-22,16,0,0,0,0,2878,147
NC,2020-04-23,16,0,0,0,0,3089,211
NC,2020-04-24,16,0,0,0,0,3279,190
NC,2020-04-25,16,0,0,0,0,3464,185
NC,2020-04-26,17,1,0,0,0,3628,164
NC,2020-04-27,17,0,0,0,0,3839,211
NC,2020-04-28,17,0,0,0,0,3990,151
NC,2020-04-29,17,0,0,0,0,4240,250
NC,2020-04-30,17,0,0,0,0,4464,224
NC,2020-05-01,18,1,0,0,0,4679,215
NC,2020-05-02,23,5,0,0,0,4962,283
NC,2020-05-03,24,1,0,0,0,5286,324
NC,2020-05-04,25,1,0,0,0,5540,254
NC,2020-05-05,26,1,0,0,0,5766,226
NC,2020-05-06,26,0,0,0,0,6009,243
NC,2020-05-07,27,1,0,0,0,6284,275
NC,2020-05-08,27,0,0,0,0,6619,335
NC,2020-05-09,28,1,0,0,0,6970,351
NC,2020-05-10,29,1,0,0,0,7341,371
NC,2020-05-11,30,1,0,0,0,7658,317
NC,2020-05-12,30,0,0,0,0,7951,293
NC,2020-05-13,30,0,0,0,0,8309,358
NC,2020-05-14,31,1,0,0,0,8667,358
NC,2020-05-15,34,3,0,0,0,9066,399
NC,2020-05-16,35,1,0,0,0,9453,387
NC,2020-05-17,37,2,0,0,0,9911,458
NC,2020-05-18,37,0,0,0,0,10216,305
NC,2020-05-19,37,0,1,1,0,10507,291
NC,2020-05-20,37,0,1,0,0,10878,371
NC,2020-05-21,37,0,1,0,0,11299,421
NC,2020-05-22,39,2,1,0,0,11677,378
NC,2020-05-23,40,1,1,0,0,12136,459
NC,2020-05-24,40,0,1,0,0,12555,419
NC,2020-05-25,45,5,1,0,0,12833,278
NC,2020-05-26,45,0,1,0,0,13031,198
NC,2020-05-27,48,3,1,0,0,13655,624
NC,2020-05-28,51,3,1,0,0,14101,446
NC,2020-05-29,52,1,1,0,0,14627,526
NC,2020-05-30,57,5,1,0,0,15094,467
NC,2020-05-31,69,12,1,0,0,15594,500
NC,2020-06-01,82,13,1,0,0,15973,379
NC,2020-06-02,91,9,1,0,0,16377,404
NC,2020-06-03,93,2,1,0,0,16903,526
NC,2020-06-04,95,2,1,0,0,17649,746
NC,2020-06-05,102,7,1,0,0,18298,649
NC,2020-06-06,105,3,1,0,0,19175,877
NC,2020-06-07,114,9,1,0,0,19786,611
NC,2020-06-08,118,4,1,0,0,20280,494
NC,2020-06-09,122,4,1,0,0,20818,538
NC,2020-06-10,125,3,1,0,0,21470,652
NC,2020-06-11,132,7,1,0,0,22115,645
NC,2020-06-12,138,6,1,0,0,22804,689
NC,2020-06-13,144,6,1,0,0,23395,591
NC,2020-06-14,156,12,1,0,0,24128,733
NC,2020-06-15,205,49,1,0,0,24708,580
NC,2020-06-16,211,6,1,0,0,25215,507
NC,2020-06-17,211,0,1,0,0,25964,749
NC,2020-06-18,214,3,1,0,0,26410,446
NC,2020-06-19,218,4,1,0,0,27105,695
NC,2020-06-20,232,14,1,0,0,27818,713
NC,2020-06-21,237,5,1,0,0,28559,741
NC,2020-06-22,254,17,1,0,0,29099,540
NC,2020-06-23,270,16,1,0,0,29735,636
NC,2020-06-24,299,29,1,0,0,30469,734
NC,2020-06-25,318,19,1,0,0,31396,927
NC,2020-06-26,337,19,1,0,0,32108,712
NC,2020-06-27,355,18,1,0,0,32880,772
NC,2020-06-28,385,30,1,0,0,33699,819
NC,2020-06-29,404,19,1,0,0,34342,643
NC,2020-06-30,465,61,1,0,0,35052,710
NC,2020-07-01,494,29,1,0,0,35846,794
NC,2020-07-02,573,79,1,0,0,36689,843
NC,2020-07-03,626,53,4,3,0,37528,839
NC,2020-07-04,686,60,4,0,0,38537,1009
NC,2020-07-05,734,48,6,2,0,39356,819
NC,2020-07-06,820,86,6,0,0,40086,730
NC,2020-07-07,888,68,6,0,0,41020,934
NC,2020-07-08,974,86,6,0,0,41813,793
NC,2020-07-09,1039,65,7,1,0,43021,1208
NC,2020-07-10,1168,129,7,0,0,44239,1218
NC,2020-07-11,1266,98,11,4,0,45343,1104
NC,2020-07-12,1401,135,11,0,0,46328,985
NC,2020-07-13,1522,121,11,0,0,47193,865
NC,2020-07-14,1579,57,15,4,0,48013,820
NC,2020-07-15,1667,88,15,0,0,48989,976
NC,2020-07-16,1831,164,15,0,0,49995,1006
NC,2020-07-17,2044,213,15,0,0,51030,1035
NC,2020-07-18,2197,153,15,0,0,52098,1068
NC,2020-07-19,2266,69,15,0,0,53152,1054
NC,2020-07-20,2351,85,15,0,0,53881,729
NC,2020-07-21,2539,188,15,0,0,54554,673
NC,2020-07-22,2727,188,15,0,0,55598,1044
NC,2020-07-23,2970,243,23,8,0,56601,1003
NC,2020-07-24,3175,205,23,0,0,57727,1126
NC,2020-07-25,3389,214,27,4,0,58723,996
NC,2020-07-26,3600,211,29,2,0,59647,924
NC,2020-07-27,3875,275,29,0,0,60258,611
NC,2020-07-28,3997,122,29,0,0,60869,611
NC,2020-07-29,4135,138,29,0,0,61784,915
NC,2020-07-30,4402,267,29,0,0,62749,965
NC,2020-07-31,4741,339,29,0,0,63641,892
NC,2020-08-01,4961,220,36,7,0,64554,913
NC,2020-08-02,5131,170,36,0,0,65302,748
NC,2020-08-03,5302,171,36,0,0,65773,471
NC,2020-08-04,5379,77,36,0,0,66192,419
NC,2020-08-05,5638,259,36,0,0,66944,752
NC,2020-08-06,5932,294,54,18,0,67731,787
NC,2020-08-07,6185,253,61,7,0,68459,728
NC,2020-08-08,6366,181,66,5,0,69246,787
NC,2020-08-09,6621,255,66,0,0,69898,652
NC,2020-08-10,6802,181,68,2,0,70262,364
NC,2020-08-11,6861,59,68,0,0,70509,247
NC,2020-08-12,6957,96,68,0,0,70863,354
NC,2020-08-13,7122,165,76,8,0,71294,431
NC,2020-08-14,7443,321,94,18,0,72060,766
NC,2020-08-15,7735,292,94,0,0,72639,579
NC,2020-08-16,7840,105,94,0,0,73125,486
NC,2020-08-17,8021,181,97,3,0,73448,323
NC,2020-08-18,8129,108,100,3,0,73764,316
NC,2020-08-19,8341,212,100,0,0,74309,545
NC,2020-08-20,8575,234,100,0,0,74838,529
NC,2020-08-21,8818,243,106,6,0,75359,521
NC,2020-08-22,8996,178,106,0,0,76016,657
NC,2020-08-23,9129,133,106,0,0,76411,395
NC,2020-08-24,9322,193,106,0,0,76640,229
NC,2020-08-25,9375,53,116,10,0,76958,318
NC,2020-08-26,9500,125,120,4,0,77391,433
NC,2020-08-27,9829,329,120,0,0,77800,409
NC,2020-08-28,10043,214,120,0,0,78108,308
NC,2020-08-29,10284,241,120,0,0,78552,444
NC,2020-08-30,10568,284,120,0,0,79023,471
NC,2020-08-31,10726,158,129,9,0,79428,405
NC,2020-09-01,10837,111,129,0,0,79679,251
NC,2020-09-02,11020,183,134,5,0,80137,458
NC,2020-09-03,11313,293,134,0,0,80575,438
NC,2020-09-04,11521,208,145,11,0,80975,400
NC,2020-09-05,11718,197,145,0,0,81365,390
NC,2020-09-06,11923,205,145,0,0,81717,352
NC,2020-09-07,12085,162,145,0,0,81905,188
NC,2020-09-08,12222,137,150,5,0,82168,263
NC,2020-09-09,12407,185,150,0,0,82635,467
NC,2020-09-10,12630,223,150,0,0,83077,442
NC,2020-09-11,12919,289,165,15,0,83522,445
NC,2020-09-12,13123,204,165,0,0,83922,400
NC,2020-09-13,13391,268,165,0,0,84259,337
NC,2020-09-14,13564,173,165,0,0,84477,218
NC,2020-09-15,13616,52,176,11,0,84727,250
NC,2020-09-16,13727,111,182,6,0,85178,451
NC,2020-09-17,14003,276,182,0,0,85659,481
NC,2020-09-18,14376,373,184,2,0,86090,431
NC,2020-09-19,14731,355,184,0,0,86543,453
NC,2020-09-20,15037,306,184,0,0,86906,363
NC,2020-09-21,15163,126,184,0,0,87039,133
NC,2020-09-22,15280,117,189,5,0,87392,353
NC,2020-09-23,15560,280,189,0,0,87814,422
NC,2020-09-24,15745,185,189,0,0,88210,396
NC,2020-09-25,15946,201,197,8,0,88531,321
NC,2020-09-26,16065,119,197,0,0,88775,244
NC,2020-09-27,16243,178,197,0,0,89098,323
NC,2020-09-28,16397,154,197,0,0,89292,194
NC,2020-09-29,16469,72,207,10,0,89550,258
NC,2020-09-30,16661,192,207,0,0,90054,504
NC,2020-10-01,16893,232,214,7,0,90508,454
NC,2020-10-02,17121,228,221,7,0,90952,444
NC,2020-10-03,17412,291,221,0,0,91421,469
NC,2020-10-04,17746,334,221,0,0,91810,389
NC,2020-10-05,17876,130,221,0,0,92040,230
NC,2020-10-06,18000,124,221,0,0,92354,314
NC,2020-10-07,18207,207,228,7,0,92861,507
NC,2020-10-08,18388,181,228,0,0,93316,455
NW,2020-03-05,0,0,0,0,0,11,11
NW,2020-03-06,0,0,0,0,0,13,2
NW,2020-03-07,0,0,0,0,0,16,3
NW,2020-03-08,0,0,0,0,0,16,0
NW,2020-03-09,0,0,0,0,0,16,0
NW,2020-03-10,0,0,0,0,0,16,0
NW,2020-03-11,0,0,0,0,0,44,28
NW,2020-03-12,0,0,0,0,0,58,14
NW,2020-03-13,0,0,0,0,0,63,5
NW,2020-03-14,0,0,0,0,0,69,6
NW,2020-03-15,0,0,0,0,0,100,31
NW,2020-03-16,0,0,0,0,0,164,64
NW,2020-03-17,0,0,0,0,0,199,35
NW,2020-03-18,0,0,0,0,0,210,11
NW,2020-03-19,0,0,0,0,0,331,121
NW,2020-03-20,0,0,0,0,0,441,110
NW,2020-03-21,0,0,0,0,0,509,68
NW,2020-03-22,0,0,0,0,0,638,129
NW,2020-03-23,4,4,0,0,0,878,240
NW,2020-03-24,5,1,0,0,0,1064,186
NW,2020-03-25,5,0,0,0,0,1064,0
NW,2020-03-26,5,0,0,0,0,1403,339
NW,2020-03-27,5,0,0,0,0,1956,553
NW,2020-03-28,6,1,0,0,0,2191,235
NW,2020-03-29,6,0,0,0,0,2440,249
NW,2020-03-30,8,2,0,0,0,2633,193
NW,2020-03-31,8,0,0,0,0,2815,182
NW,2020-04-01,9,1,0,0,0,3036,221
NW,2020-04-02,9,0,0,0,0,3288,252
NW,2020-04-03,9,0,0,0,0,3452,164
NW,2020-04-04,11,2,0,0,0,3697,245
NW,2020-04-05,11,0,0,0,0,3898,201
NW,2020-04-06,11,0,0,0,0,3982,84
NW,2020-04-07,11,0,0,0,0,3982,0
NW,2020-04-08,15,4,0,0,0,4371,389
NW,2020-04-09,15,0,0,0,0,4720,349
NW,2020-04-10,18,3,0,0,0,5005,285
NW,2020-04-11,19,1,0,0,0,5144,139
NW,2020-04-12,19,0,0,0,0,5489,345
